"Title","Authors","Date","Codigo","JEL","Palabras.Claves","Keywords","Resumen","Abstract","Idioma"
"Ciclo político en las finanzas de los gobiernos regionales de Colombia 1998-2014","Granger-Castaño, Clark;Hernández-Turca, Yurany;Murcia-Bustos, Carlos;Yaya-Garzón, Lisseth","2018-07-11","Borradores de Economía; No. 1044","C33;D72;H70","Ciclo político;Finanzas públicas;Gobiernos regionales;Datos panel","Political cycle;Public finance;Local governments;Panel data analysis.","Este artículo busca comprobar la presencia de ciclos políticos sobre las finanzas de los gobiernos regionales de Colombia durante el periodo 1998-2014. A partir de una base de datos que contiene información detallada de la situación fiscal y los resultados electorales de una muestra representativa de municipios y departamentos, se estiman modelos de panel dinámicos mediante el Método Generalizado de Momentos –MGM-. Los resultados de las estimaciones muestran evidencia del ciclo político en las finanzas territoriales, al corroborar la existencia de aumentos de los gastos y el déficit fiscal durante los años electorales. De forma complementaria, se realiza un análisis con la información de finalidad de gasto, donde se revela que en los periodos de elecciones los gobernantes tienden a incrementar los gastos de inversión más visibles, dentro de los cuales se destacan la inversión en carreteras, infraestructura y servicios públicos.","This article evaluates the presence of political cycles on the finances of Colombian local governments during the period 1998-2014. Based on a database, which contains detailed information about the fiscal situation and the electoral results of a representative sample of municipalities and departments, we estimate dynamic panel models using the Generalized Method of Moments –GMM-. The results of the estimations show evidence of the political cycle in the subnational finances. The estimates corroborate the existence of increases in expenditures and fiscal deficit during electoral years. Complementarily, we carry out an analysis with information about the purpose of the expenditure, which reveals that during the election periods the governments tend to increase the most visible investment expenditures, among which are the investment in roads, infrastructure and public services.","spa"
"Asymmetric Effects of Terms of Trade Shocks on Tradable and Non-tradable Investment Rates: The Colombian Case","Cárdenas-Hurtado, Camilo Alberto;Garavito-Acosta, Aarón Levi;Toro-Córdoba, Jorge Hernán","2018-05-04","Borradores de Economía; No. 1043","C32;F41;O11;P45;Q31;Q37","Asimetrías;Términos de Intercambio;Choques;Inversión Transable y No Transable;VAR por umbrales;No lineal;Colombia","Asymmetries;Terms of Trade;Shocks;Tradable and Nontradable Investment Rates;Threshold VAR;Nonlinearities;Colombia","Los choques de Términos de Intercambio (TdI) determinan en parte los ciclos económicos y tienen impacto directo en el equilibrio macroeconómico en los países exportadores de materias primas. Estos choques también afectan las dinámicas de variables como el ingreso nacional y los precios relativos, haciendo que los agentes y las   firmas ajusten sus decisiones de ahorro, gasto e inversión. La inversión es de especial interés debido a su vínculo con el PIB potencial y el stock de capital de la economía, conceptos que resultan relevantes al evaluar el crecimiento sostenible y de largo plazo. En este documento se estudian cómo las inversiones transable y no transable reaccionan de forma asimétrica a choques de TdI. Estimamos un modelo VAR por umbrales (TVAR) en el cual la variable de transición son los TdI. Los resultados sugieren la existencia de dos regímenes (de altos y bajos TdI) y que los choques de TdI producen respuestas asimétricas en la inversión transable y no transable, dependiendo no sólo de la dirección del choque, sino del nivel de TdI desde el cual se parte cuando éste sucede.","Terms of trade (ToT) shocks drive business cycles and have direct impact on the macroeconomic
equilibrium conditions in commodity-exporter countries. ToT shocks also a ect the
dynamics of other variables such as national income and relative prices, and consequently,
cause agents and  rms to adjust their saving, spending and investment decisions accordingly.
The latter is of special interest because of its link with potential GDP and the capital stock
of the economy, relevant concepts when assessing sustainable and long-run growth. In this
document we explore how tradable and nontradable investment rates respond asymmetrically
to ToT shocks. We estimate a Threshold VAR (TVAR) in which the ToT are the
transition variable. The empirical results suggest the existence of two regimes (low and high
ToT levels) and that ToT shocks have di erent e ects on tradable and nontradable investment
rates depending not only the direction of the shock, but also on the levels from which
the shock departs.","eng"
"Human capital agglomeration and social returns to education in Colombia","Arango-Thomas, Luis Eduardo;Bonilla, Gabriela","2015-05-01","Borradores de Economía; No. 883","J3;J2","Asimetrías;Términos de Intercambio;Choques;Inversión Transable y No Transable;VAR por umbrales;No lineal;Colombia","Human capital agglomeration;Social returns;Private returns;Externalities",NA,"We provide evidence of private returns to education and of externalities which jointly render social returns to education in Colombia. The spillover is generated by the share of college-educated workers within the working-age population. Thus, the higher this share in the cities, the higher the wages. The size of the externality is about 1.13; that is, an increase of one percentage point in the share will increase wages by 1.13%. For mid-to-high and high educated workers the externality is about 1.07 and 1.3 while for low educated workers it is 0.92,. The public policy program instituted by the agency in charge of promoting undergraduate and graduate education has contributed to increase wages all over the country but mainly in cities different from Bogotá. A positive correlation between the size of cities and human capital agglomeration is also observed; as a result, the size of cities also has predictive power on the externality.","spa"
"Informalidad laboral y elementos para un salario mínimo diferencial por regiones en Colombia","Arango-Thomas, Luis Eduardo;Flórez, Luz Adriana","2017-10-01","Borradores de Economía; No. 1023","J48;J46;J31;J23","Informalidad laboral;Productividad laboral;Salario mínimo;Heterogeneidad regional","Labour informality;Labour productivity;Minimum wage;Regional heterogeneity","Se presenta evidencia de que el salario mínimo en relación con el salario
correspondiente al percentil 70 afecta el tamaño del sector informal en las áreas
urbanas en Colombia. Dicho efecto se observa en promedio en todas las áreas urbanas.
Sin embargo, cuando se analizan las ciudades individualmente, se encuentra que el
efecto del salario mínimo relativo es diferencial; por ejemplo, en Barranquilla es muy
bajo mientras que en Popayán, Villavicencio y Neiva es muy alto. Por ello, en estas
últimas, más que en otras, parece haber una gran desconexión entre la productividad
de la mano de obra menos capacitada y el salario mínimo. Se plantean dos propuestas
para introducir un salario mínimo diferencial dependiendo del alejamiento de la
informalidad (productividad laboral) de cada ciudad del promedio de 23 ciudades. Se
presentan estimaciones del efecto de la actividad económica y los costos no laborales
distintos del salario en un sinnúmero de variables del mercado laboral.",NA,"spa"
"A well-timed raise in inflation targets","Gómez-Pineda, Javier Guillermo","2018-04-09","Borradores de Economía; No. 1042","E58;E37;E43;Q43","Tasa natural;Límite cero;Política estratégica;Postura de la política monetaria;Regla de Taylor","Natural rate;Zero-bound;Strategic policy;Monetary policy stance;Taylor rule","Un aumento en las metas de inflación es viable, si se implementa estratégicamente, es decir, durante un repunte de la demanda. Las tasas de interés no estarían restringidas por el límite cero como resultado de un balance entre dos fuerzas: primero, las tasas de política deben caer bajo un aumento en la meta de inflación; y segundo, deben aumentar ante un aumento en la demanda. Utilizamos un modelo sencillo, neo keynesiano y semi estructural para encontrar la tasa natural así como otros no observables, incluidas las expectativas de inflación, para un grupo de economías avanzadas. También utilizamos el modelo para estudiar el papel de la demanda y la política monetaria en la evolución de la inflación y la brecha del producto. El documento muestra cómo una considerable caída en la tasa natural empujó las tasas de interés de política contra el límite cero.","A raise in inflation targets would be viable if implemented strategically, that is, at the time of a pickup in demand. Policy interest rates would not be constrained by the zero-bound as the result of a balance between two forces: first, policy interest rates must drop under a raise in the inflation target; and second, policy interest rates must rise under a pickup in demand. We use a simple new-Keynesian, semi-structural model to find the natural rate as well as other non observables, including inflation expectations, for a group of advanced economies. We also use the model to explain the role of demand and monetary policy in the evolution of inflation and the output gap. The document shows how a sizable drop in the natural rate pushed policy interest rates against the zero-bound.","eng"
"¿Cuánto tributan efectivamente el consumo, el trabajo y el capital en Colombia?","Rincón-Castro, Hernán;Delgado-Rojas, Martha Elena","2018-03-22","Borradores de Economía; No. 1041","E62;H22;H24;H25","Tasas efectivas promedio de tributación;Incidencia normativa;Consumo;Ingresos del trabajo;Ingresos del capital;Resto","Average effective tax rates;Legal incidence;Consumption;Labor income;Capital income;Rest","Saber cuánto tributan efectivamente los consumidores, trabajadores y propietarios del capital es importante para entender el impacto de los impuestos sobre sus decisiones, los costos de producción, la inversión, el ciclo y el crecimiento económico y la distribución de la carga tributaria. A la vez, es crítico para el estudio de tributación óptima y la toma de decisiones de política tributaria. El objetivo del documento es calcular, para Colombia, las tasas efectivas promedio de tributación brutas y netas sobre el consumo y los ingresos de los factores de producción, trabajo y capital, en el período comprendido entre 1994 y 2016. Además, con el fin de obtener una medida completa de la carga tributaria efectiva total del país, también se estima la tasa sobre el resto de impuestos, técnicamente no clasificados en las anteriores categorías. Las principales conclusiones son, primero, las tasas de tributación estatutarias o nominales no reflejan fielmente la carga de impuestos sobre consumidores, trabajadores y propietarios del capital. Segundo, la tasa efectiva neta sobre el trabajo se ubica por encima de aquella sobre el capital a lo largo de la muestra, excepto a partir de 2015. Tercero, las tasas son relativamente bajas, comparadas con aquellas reportadas para los países de la OECD, en particular, sobre el consumo y los ingresos de los hogares, lo que indica que la carga tributaria no está bien repartida. Cuarto, existen cuantiosos gastos de consumo e ingresos del trabajo y del capital en la economía que no pagan impuestos, o pagan menos de lo que ordena la normatividad, como se puede inferir de las diferencias entre las tasas efectivas y nominales. Las razones están relacionadas con los beneficios tributarios, la elusión y la evasión. Quinto, las contribuciones sobre la nómina y los aportes a la seguridad social representan la carga más importante sobre el trabajo. Las implicaciones de política son inmediatas: las autoridades deben ser cuidadosas a la hora de tomar decisiones de política tributaria basadas en las tasas nominales. Deben eliminar los beneficios tributarios que no tengan soporte técnico. Las razones van desde la neutralidad, pasando por la eficiencia, eficacia, simplicidad, productividad, hasta la equidad, elementos requeridos por un buen sistema tributario. También, fortalecer los instrumentos para evitar la elusión y eliminar la evasión, dos verdades redundantes. Si lo anterior se logra, las tasas nominales reflejarán ciertamente la carga tributaria. Por tanto, existe un gran espacio para aumentar la recaudación, sin que se supongan cambios de las tasas estatutarias. Por último, pero no por ello menos importante, si se eliminaran las contribuciones sobre la nómina, la carga tributaria sobre el trabajo se reduciría 13%. Por otro lado, si se redujeran los aportes a la seguridad social el alivio sería aún mayor.","Knowing how much consumers, workers and owners of capital are effectively taxed is important to understand the impact of taxes on their decisions, production costs, investment, the business cycle and economic growth and the distribution of the tax burden. At the same time, it is critical for the study of optimal taxation and the decision making of tax policy. The objective of this paper is to calculate the gross and net average effective tax rates on the income of the factors of production, labor and capital, and consumption, for Colombia in the period between 1994 and 2016. In addition, in order to obtain a complete measure of the effective total tax burden in the economy, the rate is also calculated on the rest of the taxes, technically not classified in the previous categories. The main conclusions are, first, statutory or nominal tax rates do not faithfully reflect the tax burden on consumers, workers and owners of capital. Second, the effective net rate on labor is higher than that on capital throughout the sample, except as of 2015. Third, the rates are relatively low, compared with those reported for OECD countries, in particular, on consumption and household income, which indicates that the tax burden is not well distributed. Fourth, there are large consumption expenditures and income from labor and capital in the economy that do not pay taxes, or pay less than what the regulations mandate, as can be inferred from the differences between the effective and nominal rates. The reasons are related to tax benefits, avoidance and evasion. Fifth, payroll and social security contributions represent the most important tax burden on work. The policy implications are immediate: Authorities must be careful when making tax policy decisions based on nominal rates. They must eliminate the tax benefits that do not have technical support. The reasons range from neutrality, through efficiency, effectiveness, simplicity, productivity, to equity, elements required by a good tax system. Also, strengthen the instruments to avoid tax circumvention and eliminate tax evasion, two redundant truths. If the above is achieved, the nominal rates will certainly reflect the tax burden. Therefore, there is a large space to increase tax revenues, without changing the statutory rates. Last but not least, if payroll contributions were eliminated, the tax burden on labor income would be reduced by 13%. On the other hand, if the contributions to social security were reduced, the relief on the cost of the labor factor would be even greater.","spa"
"Incertidumbre acerca de la política fiscal y ciclo económico","Delgado-Rojas, Martha Elena;Rincón-Castro, Hernán","2017-08-01","Borradores de Economía; No. 1008","E32;H3;C51;C32;E62","Incertidumbre;Política fiscal;Ciclo económico;Métodos bayesianos;GARCH;SVAR","Uncertainty;Fiscal policy;Economic cycle;GARCH model;SVAR model;Bayesian methods","El estudio de los efectos de la incertidumbre sobre la actividad económica de economías avanzadas es reciente, aunque copioso, pero el de economías pequeñas es aún escaso. Este documento analiza los efectos de una perturbación inesperada y temporal de la incertidumbre acerca de la política fiscal sobre el ciclo económico de una economía pequeña (Colombia). Para cumplir este objetivo, primero, construye tasas efectivas de tributación sobre el consumo y los ingresos de los factores de producción, trabajo y capital, más un indicador de la política de gasto. Luego, introduce reglas fiscales para cada uno de los instrumentos, y modela y estima una medida de la incertidumbre fiscal. Por último, estima el impacto de perturbaciones de dicha incertidumbre sobre el ciclo económico. El modelo econométrico es un SVAR que se identifica mediante restricciones de signo, derivadas de las predicciones de un modelo DSGE neokeynesiano. La estimación se realiza por métodos bayesianos. Los resultados muestran que la incertidumbre acerca del comportamiento de los instrumentos fiscales distorsiona las decisiones de los agentes económicos y repercute de manera negativa sobre el ciclo económico. La principal implicación de política es que la autoridad fiscal debe mantener una política tributaria y de gasto estable, predecible y que responda a objetivos de largo plazo.",NA,"spa"
"Metodologías semi-estructurales para estimar la inflación básica mensual en Colombia","Rodríguez-Niño, Norberto;Ramírez-Ramírez, Alejandra","2018-03-21","Borradores de Economía; No. 1040","E31;E32;E58;E61","Inflación básica;Modelos Neo-Keynesianos semi-estructurales;SVAR;Restricciones de corto y largo plazo;Restricciones de signo","Core inflation;Semi-NK;SVAR;Short and long-term restrictions;Sign restrictions","Realizamos el cálculo de varias medidas (semi-)estructurales de inflación básica mensual de Colombia, para el periodo 2000:1-2017:11, a partir de dos metodologías semi-estructurales, a saber, modelos
VAR estructurales (SVAR) y modelos macroeconómicos semiestructurales de tipo Neokeynesiano.
Además, se realiza una evaluación de las medidas con base en siete criterios deseables para una medida de este tipo. Los resultados de evaluación individual favorecen la medida obtenida usando modelos Neokeynesianos semi-estructurales y luego la de un SVAR con restricción de signos; así mismo, auguran buen desempeño de promedios que incluyen cuatro medidas, entre ellas dos de las propuestas en este trabajo.","We calculated several measures of Colombian core inflation for the period 2000:1-2017:11, and evaluated them, in particular two semi-structural methodologies, Structural VAR (SVAR) models and a semistructural Macroeconomic model. The evaluation of the measures is carried out based on seven desirable criteria for a measure of this type. Individual results favor a semi-structural Neokeynesian model, a SVAR with sign-restrictions and a new measure obtained as the average of four indicators, which in turn includes two of the proposed here. Finally, the latter shows a good behaviour.","spa"
"State-dependent Forward Guidance and the Problem of Inconsistent Announcements","Parra-Polanía, Julián Andrés","2018-01-30","Borradores de Economía; No. 1035","E37;E58;E52","Orientación hacia adelante;Límite inferior cero;La política monetaria;Anuncios de la Banca Central","Forward guidance;Zero-lower bound;Central bank announcements;Monetary policy;Threshold",NA,"Florez-Jimenez and Parra-Polania (2016) show that unconditional forward guidance (FG)
performs poorly except in the most extreme zero lower-bound (ZLB) events and that for
any ZLB situation it is better to resort to state-dependent (threshold-based) FG. The model
of that paper is solved under the assumption that the threshold (to revert to the optimal
discretionary policy) is announced in terms of an exogenous variable (the demand shock).
The present paper shows that, when consistency of announcements is not considered, the
solution does not change when the threshold is announced in terms of an endogenous variable
(output or ináation). However, the paper also illustrates the fact that an endogenous-variable
threshold gives rise to inconsistency: the action taken may not conform to the central bank
announcement. Consistency imposes limits on the policy rate that can be set since reverting
to the optimal discretionary rate can be incompatible with exceeding the threshold.","eng"
"Okun´s law in Colombia: a non-linear cointegration","Flórez, Luz Adriana;Pulido-Mahecha, Karen L.;Ramos-Veloza, Mario Andrés","2018-02-16","Borradores de Economía; No. 1039","E24;J3;J4","Ley de Okun;Cointegración;No linealidades","Okun´s law;Co-integration;Nonlinearities.",NA,"This paper identifies Okun´s law in Colombia between 1984 and 2016 using a
Vector Error Correction Model (VECM) as there is evidence of a long-term
relationship between the unemployment rate and the GDP. Results suggest that
after a one percent increase in GDP, the unemployment rate is reduced by 0.45
percentage points in the long run (after sixteen quarters). In addition we inspect
for nonlinearities using a threshold cointegration model (TVECM). Results
suggest the existence of two regimes a low and a high one. The high regime starts
at the late nineties and is associated with a more flexible labor market. Under
this regime, a 1% increase in GDP, reduces the UR 0.6 percentage points after
eighteen quarters. By contrast, under the low regime the response is 0.2
percentage points after eight quarters","eng"
