"word","score","polarity"
"desalmado",-0.25,"negative"
"desamparado",-0.25,"negative"
"desangrarse",-0.25,"negative"
"desarreglado",-0.25,"negative"
"desatinado",-0.25,"negative"
"desbocado",-0.25,"negative"
"desbridamiento",-0.25,"negative"
"descabellado",-0.25,"negative"
"descalificar",-0.25,"negative"
"descalzo",-0.25,"negative"
"descansadamente",-0.25,"negative"
"descararse",-0.25,"negative"
"descaro",-0.25,"negative"
"descendente",-0.25,"negative"
"descerebrar",-0.25,"negative"
"descerrajar",-0.25,"negative"
"descoco",-0.25,"negative"
"descolado",-0.25,"negative"
"descolorarse",-0.25,"negative"
"desconfiar",-0.25,"negative"
"desconsoladamente",-0.25,"negative"
"descontrolar",-0.25,"negative"
"descordar",-0.25,"negative"
"descruzado",-0.25,"negative"
"desenredado",-0.25,"negative"
"desenvueltamente",-0.25,"negative"
"deseo_sexual_inhibido",-0.25,"negative"
"desequilibrio_mental",-0.25,"negative"
"desescalada",-0.25,"negative"
"desfallecer",-0.25,"negative"
"desgajar",-0.25,"negative"
"desgastarse",-0.25,"negative"
"desgrapar",-0.25,"negative"
"desgreñado",-0.25,"negative"
"deshaucio",-0.25,"negative"
"desiderátum",-0.25,"negative"
"deslustrar",-0.25,"negative"
"desmaño",-0.25,"negative"
"desmejora",-0.25,"negative"
"desmelenado",-0.25,"negative"
"desmemoriado",-0.25,"negative"
"desmentir",-0.25,"negative"
"desmerecimiento",-0.25,"negative"
"desmotivado",-0.25,"negative"
"desodorante",-0.25,"negative"
"desoladamente",-0.25,"negative"
"desorden_gastrointestinal",-0.25,"negative"
"despectivo",-0.25,"negative"
"despeinado",-0.25,"negative"
"despeinar",-0.25,"negative"
"despellejarse",-0.25,"negative"
"desperdicio_de_energía",-0.25,"negative"
"desperdicio_de_material",-0.25,"negative"
"despojaron",-0.25,"negative"
"despojarse",-0.25,"negative"
"despojo",-0.25,"negative"
"desproporción",-0.25,"negative"
"desprotegido",-0.25,"negative"
"destapar",-0.25,"negative"
"destructivamente",-0.25,"negative"
"destruído",-0.25,"negative"
"desvalorizar",-0.25,"negative"
"desventurado",-0.25,"negative"
"desvergüenza",-0.25,"negative"
"desvitalizar",-0.25,"negative"
"deteriorarse",-0.25,"negative"
"deus_ex_machina",-0.25,"negative"
"dhoti",-0.25,"negative"
"diablillo",-0.25,"negative"
"diabético",-0.25,"negative"
"diagnóstico_médico",-0.25,"negative"
"diarrea",-0.25,"negative"
"dicranales",-0.25,"negative"
"dificultoso",-0.25,"negative"
"difracción",-0.25,"negative"
"digitaria_ischaemum",-0.25,"negative"
"diltiazem",-0.25,"negative"
"diluído",-0.25,"negative"
"dinamitar",-0.25,"negative"
"dingo",-0.25,"negative"
"dipsnea",-0.25,"negative"
"dipsomanía",-0.25,"negative"
"dipsosaurus",-0.25,"negative"
"discapacitar",-0.25,"negative"
"disconforme",-0.25,"negative"
"disentería",-0.25,"negative"
"disfemismo",-0.25,"negative"
"disfuerzo",-0.25,"negative"
"dislocación",-0.25,"negative"
"disléxico",-0.25,"negative"
"disnea",-0.25,"negative"
"disolutamente",-0.25,"negative"
"disparar_un_cañon",-0.25,"negative"
"dispepsia",-0.25,"negative"
"displasia",-0.25,"negative"
"dispnea",-0.25,"negative"
"distendido",-0.25,"negative"
"distimia",-0.25,"negative"
"distorsionado",-0.25,"negative"
"distrito_policial",-0.25,"negative"
"disturbio_racial",-0.25,"negative"
"diverticulitis",-0.25,"negative"
"dióxido_de_nitrógeno",-0.25,"negative"
"domador",-0.25,"negative"
"dormán",-0.25,"negative"
"driblar",-0.25,"negative"
"dubitativo",-0.25,"negative"
"délfico",-0.25,"negative"
"día_y_noche",-0.25,"negative"
"ebonita",-0.25,"negative"
"ebrio",-0.25,"negative"
"eccema_atópico",-0.25,"negative"
"echar_a_perder",-0.25,"negative"
"echar_abajo",-0.25,"negative"
"ecologista",-0.25,"negative"
"ectrodactilia",-0.25,"negative"
"edentados",-0.25,"negative"
"efectismo",-0.25,"negative"
"electrocutar",-0.25,"negative"
"elefantiasis_neuromatosa",-0.25,"negative"
"elemento_no_metálico",-0.25,"negative"
"elisio",-0.25,"negative"
"elíseo",-0.25,"negative"
"elísio",-0.25,"negative"
"embargo_de_nómina",-0.25,"negative"
"emboscar",-0.25,"negative"
"embotado",-0.25,"negative"
"embustero",-0.25,"negative"
"embólico",-0.25,"negative"
"emitir_un_chillido",-0.25,"negative"
"empacho",-0.25,"negative"
"empeorado",-0.25,"negative"
"empeoramiento",-0.25,"negative"
"en_cualquier_instante",-0.25,"negative"
"en_cualquier_momento",-0.25,"negative"
"en_círculos",-0.25,"negative"
"en_el_acto",-0.25,"negative"
"en_general",-0.25,"negative"
"en_poco_tiempo",-0.25,"negative"
"en_un_instante",-0.25,"negative"
"enajenación_mental",-0.25,"negative"
"enanismo",-0.25,"negative"
"encamisar",-0.25,"negative"
"encamisarse",-0.25,"negative"
"encanecer",-0.25,"negative"
"encefalitis_letárgica",-0.25,"negative"
"encender(se)",-0.25,"negative"
"enchaquetar",-0.25,"negative"
"enchaquetarse",-0.25,"negative"
"encontrado",-0.25,"negative"
"encopresis_infantil",-0.25,"negative"
"encostrarse",-0.25,"negative"
"endeblez",-0.25,"negative"
"endemoniado",-0.25,"negative"
"endiosamiento",-0.25,"negative"
"endocarpio",-0.25,"negative"
"endocarpo",-0.25,"negative"
"energía_cinética",-0.25,"negative"
"energía_eólica",-0.25,"negative"
"energía_radiante",-0.25,"negative"
"enervador",-0.25,"negative"
"enfermedad_cardiovascular",-0.25,"negative"
"enfermedad_del_sudor",-0.25,"negative"
"enfermo",-0.25,"negative"
"enfermo_incurable",-0.25,"negative"
"enfrentarse_a",-0.25,"negative"
"engatusamiento",-0.25,"negative"
"engomar",-0.25,"negative"
"engrisecer",-0.25,"negative"
"enhollinar",-0.25,"negative"
"enojadizo",-0.25,"negative"
"enrevesar",-0.25,"negative"
"enronquecimiento",-0.25,"negative"
"enseguida",-0.25,"negative"
"ensordecedor",-0.25,"negative"
"ensordecido",-0.25,"negative"
"enterizo",-0.25,"negative"
"enterramiento",-0.25,"negative"
"entoloma",-0.25,"negative"
"entomofobia",-0.25,"negative"
"entrecot",-0.25,"negative"
"entrecó",-0.25,"negative"
"entregar_mal",-0.25,"negative"
"entremetido",-0.25,"negative"
"enturbiado",-0.25,"negative"
"enturbiarse",-0.25,"negative"
"envalentonado",-0.25,"negative"
"envenenamiento",-0.25,"negative"
"enviar_un_drive",-0.25,"negative"
"envilecedor",-0.25,"negative"
"envilecer",-0.25,"negative"
"eosinofilia",-0.25,"negative"
"epidemiología",-0.25,"negative"
"epidemiológico",-0.25,"negative"
"epilepsia_postraumática",-0.25,"negative"
"epiléptico",-0.25,"negative"
"equipo_de_rescate",-0.25,"negative"
"equus_hemionus",-0.25,"negative"
"equus_hemionus_kiang",-0.25,"negative"
"equívoco",-0.25,"negative"
"erosión_costera",-0.25,"negative"
"error_de_interpretación",-0.25,"negative"
"error_informático",-0.25,"negative"
"erupción_volcánica",-0.25,"negative"
"escabrosidad",-0.25,"negative"
"escafandra",-0.25,"negative"
"escalar",-0.25,"negative"
"escalofrío",-0.25,"negative"
"escandalizar",-0.25,"negative"
"escaparsse",-0.25,"negative"
"escapismo",-0.25,"negative"
"escapulario",-0.25,"negative"
"escarabajo",-0.25,"negative"
"escaramuzar",-0.25,"negative"
"escarnecer",-0.25,"negative"
"escatología",-0.25,"negative"
"escaño_trasero",-0.25,"negative"
"escoria",-0.25,"negative"
"escorial",-0.25,"negative"
"escuadrón",-0.25,"negative"
"escuchar_a_escondidas",-0.25,"negative"
"escudar",-0.25,"negative"
"escándalo",-0.25,"negative"
"esferocarpales",-0.25,"negative"
"esmeril",-0.25,"negative"
"esnob",-0.25,"negative"
"esnobismo",-0.25,"negative"
"espada_de_Damocles",-0.25,"negative"
"espaldarón",-0.25,"negative"
"esparadrapo",-0.25,"negative"
"especie_humana",-0.25,"negative"
"espeluzno",-0.25,"negative"
"espinillera",-0.25,"negative"
"espirar",-0.25,"negative"
"espiritismo",-0.25,"negative"
"espiritista",-0.25,"negative"
"espiritualista",-0.25,"negative"
"espontaneidad",-0.25,"negative"
"esprue",-0.25,"negative"
"espíritu_necrófago",-0.25,"negative"
"esquibob",-0.25,"negative"
"esquirol",-0.25,"negative"
"esquirolaje",-0.25,"negative"
"esquivez",-0.25,"negative"
"esquizofrénico",-0.25,"negative"
"esquizoide",-0.25,"negative"
"estacionario",-0.25,"negative"
"estafilococo",-0.25,"negative"
"estar_abatido",-0.25,"negative"
"estar_al_mando",-0.25,"negative"
"estar_deprimido",-0.25,"negative"
"estar_en_la_higuera",-0.25,"negative"
"estar_mal_visto",-0.25,"negative"
"estigmatizar",-0.25,"negative"
"estola",-0.25,"negative"
"estornudo",-0.25,"negative"
"estrabismo",-0.25,"negative"
"estregar",-0.25,"negative"
"estreñimiento",-0.25,"negative"
"estridente",-0.25,"negative"
"estrucioniformes",-0.25,"negative"
"estructura_defensiva",-0.25,"negative"
"estupideces",-0.25,"negative"
"estupidez",-0.25,"negative"
"eurylaimidae",-0.25,"negative"
"eutanasia",-0.25,"negative"
"eutrofización",-0.25,"negative"
"evacuación",-0.25,"negative"
"evacuado",-0.25,"negative"
"evasionismo",-0.25,"negative"
"evidentemente",-0.25,"negative"
"exagerado_elogio",-0.25,"negative"
"exantema",-0.25,"negative"
"exculpatorio",-0.25,"negative"
"exhorto",-0.25,"negative"
"exorcismo",-0.25,"negative"
"expandirse",-0.25,"negative"
"expediente_termporal",-0.25,"negative"
"experiencia_sensorial",-0.25,"negative"
"expiatorio",-0.25,"negative"
"exploración_geográfica",-0.25,"negative"
"exterminable",-0.25,"negative"
"extralingüístico",-0.25,"negative"
"extrañar",-0.25,"negative"
"extremismo",-0.25,"negative"
"facilidad",-0.25,"negative"
"facineroso",-0.25,"negative"
"facochero",-0.25,"negative"
"fado",-0.25,"negative"
"falacia",-0.25,"negative"
"falco_rusticolus",-0.25,"negative"
"falconiforme",-0.25,"negative"
"fallecimiento",-0.25,"negative"
"falsa",-0.25,"negative"
"falsar",-0.25,"negative"
"falta_de_consideración",-0.25,"negative"
"falta_de_educación",-0.25,"negative"
"falta_de_equivalencia",-0.25,"negative"
"falta_de_forma",-0.25,"negative"
"familia_Haemulidae",-0.25,"negative"
"familia_Myrmecophagidae",-0.25,"negative"
"familia_melampsoráceas",-0.25,"negative"
"fantasma",-0.25,"negative"
"fantasmada",-0.25,"negative"
"fantasmagórico",-0.25,"negative"
"farsante",-0.25,"negative"
"fatigar",-0.25,"negative"
"febrífugo",-0.25,"negative"
"felis_silvestris",-0.25,"negative"
"fenestral",-0.25,"negative"
"ferula_assafoetida",-0.25,"negative"
"fervientemente",-0.25,"negative"
"fibrinólisis",-0.25,"negative"
"fiebre_de_Texas",-0.25,"negative"
"fiebre_del_ganado",-0.25,"negative"
"fiebre_paratifoidea",-0.25,"negative"
"fiebre_recurrente",-0.25,"negative"
"fiebre_tifoidea",-0.25,"negative"
"fieramente",-0.25,"negative"
"fiero",-0.25,"negative"
"figura_retórica",-0.25,"negative"
"fijarse",-0.25,"negative"
"filicidio",-0.25,"negative"
"fimosis",-0.25,"negative"
"final_de_copa",-0.25,"negative"
"fiscal_general",-0.25,"negative"
"fisgón",-0.25,"negative"
"fisicalismo",-0.25,"negative"
"fisostigma",-0.25,"negative"
"fisura_del_paladar",-0.25,"negative"
"flecar",-0.25,"negative"
"flojear",-0.25,"negative"
"flojedad",-0.25,"negative"
"flora",-0.25,"negative"
"floresta",-0.25,"negative"
"fluctuante",-0.25,"negative"
"folclor",-0.25,"negative"
"folclore",-0.25,"negative"
"folklore",-0.25,"negative"
"follonero",-0.25,"negative"
"forzudo",-0.25,"negative"
"fosforo",-0.25,"negative"
"fox-trot",-0.25,"negative"
"foxtrot",-0.25,"negative"
"franciscano",-0.25,"negative"
"frangollar",-0.25,"negative"
"frangollón",-0.25,"negative"
"franja",-0.25,"negative"
"franja_de_vuelo",-0.25,"negative"
"frase_pegadiza",-0.25,"negative"
"fraude_fiscal",-0.25,"negative"
"frenesí",-0.25,"negative"
"frescor",-0.25,"negative"
"frigorífico",-0.25,"negative"
"fringillidae",-0.25,"negative"
"frivolidad",-0.25,"negative"
"frufrú",-0.25,"negative"
"frígido",-0.25,"negative"
"fuego_antiaéreo",-0.25,"negative"
"fuego_preparado",-0.25,"negative"
"fuegos_artificiales",-0.25,"negative"
"fuegos_de_artificio",-0.25,"negative"
"fuera",-0.25,"negative"
"fuerza_centrífuga",-0.25,"negative"
"fugacidad",-0.25,"negative"
"fulminante",-0.25,"negative"
"funcionario_de_prisiones",-0.25,"negative"
"funeral",-0.25,"negative"
"funerario",-0.25,"negative"
"futilidad",-0.25,"negative"
"fábrica_de_armamento",-0.25,"negative"
"fárrago",-0.25,"negative"
"físicoterapeuta",-0.25,"negative"
"fútil",-0.25,"negative"
"gafar",-0.25,"negative"
"gafas",-0.25,"negative"
"gafas_protectoras",-0.25,"negative"
"galactosemia",-0.25,"negative"
"galleta_para_perros",-0.25,"negative"
"gallinería",-0.25,"negative"
"gallumbos",-0.25,"negative"
"galvanización",-0.25,"negative"
"gamberrismo",-0.25,"negative"
"gammaglobulina",-0.25,"negative"
"ganar_prosélitos",-0.25,"negative"
"gandul",-0.25,"negative"
"gangrena_del_tallo",-0.25,"negative"
"gangrenarse",-0.25,"negative"
"gangsterismo",-0.25,"negative"
"ganzúa",-0.25,"negative"
"garabato",-0.25,"negative"
"garantía_del_cumplimiento",-0.25,"negative"
"garranchuelo",-0.25,"negative"
"gas_nervioso",-0.25,"negative"
"gastar_una_broma",-0.25,"negative"
"gastritis",-0.25,"negative"
"gastritis_crónica",-0.25,"negative"
"gato_del_desierto",-0.25,"negative"
"gato_maltés",-0.25,"negative"
"gato_salvaje",-0.25,"negative"
"gato_siamés",-0.25,"negative"
"gaviota",-0.25,"negative"
"gavión",-0.25,"negative"
"gaznápiro",-0.25,"negative"
"gañido",-0.25,"negative"
"gegenschein",-0.25,"negative"
"gemelo",-0.25,"negative"
"gemir",-0.25,"negative"
"generalmente",-0.25,"negative"
"genus_aethusa",-0.25,"negative"
"genus_amsinckia",-0.25,"negative"
"genus_anastomus",-0.25,"negative"
"genus_anchusa",-0.25,"negative"
"genus_anthonomus",-0.25,"negative"
"genus_antilope",-0.25,"negative"
"genus_bauhinia",-0.25,"negative"
"genus_bos",-0.25,"negative"
"genus_brachystegia",-0.25,"negative"
"genus_cardamine",-0.25,"negative"
"genus_cassiope",-0.25,"negative"
"genus_cerapteryx",-0.25,"negative"
"genus_cercosporella",-0.25,"negative"
"genus_cocculus",-0.25,"negative"
"genus_coptis",-0.25,"negative"
"genus_crescentia",-0.25,"negative"
"genus_dendroctonus",-0.25,"negative"
"genus_dipsosaurus",-0.25,"negative"
"genus_empetrum",-0.25,"negative"
"genus_entoloma",-0.25,"negative"
"genus_lepiota",-0.25,"negative"
"genus_limenitis",-0.25,"negative"
"genus_monarda",-0.25,"negative"
"genus_ozonium",-0.25,"negative"
"genus_physostigma",-0.25,"negative"
"genus_phytophthora",-0.25,"negative"
"genus_pythium",-0.25,"negative"
"genus_reticulitermes",-0.25,"negative"
"genus_rosellinia",-0.25,"negative"
"genus_scleroderma",-0.25,"negative"
"genus_serrasalmus",-0.25,"negative"
"genus_streptopelia",-0.25,"negative"
"genus_syringa",-0.25,"negative"
"genus_tussilago",-0.25,"negative"
"genus_veratrum",-0.25,"negative"
"genéricamente",-0.25,"negative"
"gilbert",-0.25,"negative"
"glitch",-0.25,"negative"
"glándula_submaxilar",-0.25,"negative"
"glíptica",-0.25,"negative"
"gobierno_en_el_exilio",-0.25,"negative"
"gobierno_títere",-0.25,"negative"
"gola",-0.25,"negative"
"golfante",-0.25,"negative"
"golpear_duramente",-0.25,"negative"
"golpearse_contra",-0.25,"negative"
"gonorrea",-0.25,"negative"
"gordiano",-0.25,"negative"
"gordinflón",-0.25,"negative"
"gordito",-0.25,"negative"
"gordo",-0.25,"negative"
"gorguera",-0.25,"negative"
"gorjal",-0.25,"negative"
"gorra_de_marinero",-0.25,"negative"
"gorro_de_dormir",-0.25,"negative"
"gorro_de_ducha",-0.25,"negative"
"gran_angular",-0.25,"negative"
"gran_vida",-0.25,"negative"
"granulomatosis_crónica",-0.25,"negative"
"grasa_poliinsaturada",-0.25,"negative"
"gratis",-0.25,"negative"
"grimorio",-0.25,"negative"
"gris-pizarra",-0.25,"negative"
"grisear",-0.25,"negative"
"grisoso",-0.25,"negative"
"grisáceo",-0.25,"negative"
"grocería",-0.25,"negative"
"grullo",-0.25,"negative"
"grunge",-0.25,"negative"
"guante_de_boxeo",-0.25,"negative"
"guardafrenos",-0.25,"negative"
"guardarse",-0.25,"negative"
"guardia_de_prisión",-0.25,"negative"
"guasábara",-0.25,"negative"
"guerra_bacteriológica",-0.25,"negative"
"guili",-0.25,"negative"
"guilladura",-0.25,"negative"
"guindo",-0.25,"negative"
"guiñapo",-0.25,"negative"
"guripa",-0.25,"negative"
"gustativo",-0.25,"negative"
"gustatorio",-0.25,"negative"
"gálbano",-0.25,"negative"
"gángster",-0.25,"negative"
"gánster",-0.25,"negative"
"género_Anastomus",-0.25,"negative"
"género_Anthonomus",-0.25,"negative"
"género_Antilope",-0.25,"negative"
"género_Cerapteryx",-0.25,"negative"
"género_Dipsosaurus",-0.25,"negative"
"género_Latrodectus",-0.25,"negative"
"género_Serrasalmus",-0.25,"negative"
"género_Streptopelia",-0.25,"negative"
"género_aethusa",-0.25,"negative"
"género_bauhínia",-0.25,"negative"
"género_cardamine",-0.25,"negative"
"género_empetrum",-0.25,"negative"
"género_fisostigma",-0.25,"negative"
"género_humano",-0.25,"negative"
"género_monarda",-0.25,"negative"
"género_ozonium",-0.25,"negative"
"hacer_añicos",-0.25,"negative"
"hacer_baronet",-0.25,"negative"
"hacer_caer",-0.25,"negative"
"hacer_desaparecer",-0.25,"negative"
"hacer_falta",-0.25,"negative"
"hacer_gris",-0.25,"negative"
"hacer_prosélitos",-0.25,"negative"
"hacer_responsable",-0.25,"negative"
"hacer_tongo",-0.25,"negative"
"hacer_trizas",-0.25,"negative"
"hacer_una_apuesta",-0.25,"negative"
"hacerse_con",-0.25,"negative"
"hacerse_humo",-0.25,"negative"
"haiku",-0.25,"negative"
"halcón_gerifalte",-0.25,"negative"
"hallar",-0.25,"negative"
"hamartia",-0.25,"negative"
"harapo",-0.25,"negative"
"harpía",-0.25,"negative"
"hauberk",-0.25,"negative"
"hebefrenia",-0.25,"negative"
"hebefrénico",-0.25,"negative"
"hecho_polvo",-0.25,"negative"
"hematuria",-0.25,"negative"
"hemiplejia",-0.25,"negative"
"hemiplejía",-0.25,"negative"
"hemión",-0.25,"negative"
"hemoptisis",-0.25,"negative"
"heredero",-0.25,"negative"
"herida",-0.25,"negative"
"herida_de_guerra",-0.25,"negative"
"herido",-0.25,"negative"
"herradero",-0.25,"negative"
"herrumbrar",-0.25,"negative"
"hibris",-0.25,"negative"
"hidrocefalia",-0.25,"negative"
"hidrocele",-0.25,"negative"
"hidrofóbico",-0.25,"negative"
"hidroxicina",-0.25,"negative"
"hierro_cinco",-0.25,"negative"
"himenomicetes",-0.25,"negative"
"hiperacusia",-0.25,"negative"
"hiperinsulinismo",-0.25,"negative"
"hiperón",-0.25,"negative"
"hipogammaglobulinemia",-0.25,"negative"
"hipogonadismo",-0.25,"negative"
"hipopotasemia",-0.25,"negative"
"historia_heroica",-0.25,"negative"
"historiador_del_arte",-0.25,"negative"
"hiyab",-0.25,"negative"
"hoja_trifoliada",-0.25,"negative"
"holgado",-0.25,"negative"
"holgazán",-0.25,"negative"
"hollín",-0.25,"negative"
"hombre_del_tiempo",-0.25,"negative"
"hombre_lobo",-0.25,"negative"
"homicidio_involuntario",-0.25,"negative"
"homicidio_sin_premeditación",-0.25,"negative"
"hongo_carbón",-0.25,"negative"
"hongo_del_marchitamiento",-0.25,"negative"
"horas",-0.25,"negative"
"horririzar",-0.25,"negative"
"hortícola",-0.25,"negative"
"hospital_de_campaña",-0.25,"negative"
"hostigamiento",-0.25,"negative"
"huelga",-0.25,"negative"
"hurañía",-0.25,"negative"
"husmeador",-0.25,"negative"
"hábeas_corpus",-0.25,"negative"
"ictal",-0.25,"negative"
"ignorante",-0.25,"negative"
"ignífugo",-0.25,"negative"
"ilegibilidad",-0.25,"negative"
"ilimitadamente",-0.25,"negative"
"ilógico",-0.25,"negative"
"immunizar",-0.25,"negative"
"impactar",-0.25,"negative"
"impago",-0.25,"negative"
"impedimento_olfativo",-0.25,"negative"
"impenetrabilidad",-0.25,"negative"
"imperativo",-0.25,"negative"
"imperceptible",-0.25,"negative"
"impertinencia",-0.25,"negative"
"impetuosamente",-0.25,"negative"
"imponibilidad",-0.25,"negative"
"impopular",-0.25,"negative"
"importunar",-0.25,"negative"
"imposible",-0.25,"negative"
"imposible",-0.25,"negative"
"impostor",-0.25,"negative"
"impracticable",-0.25,"negative"
"impresentable",-0.25,"negative"
"impresión_sensorial",-0.25,"negative"
"imprevisto",-0.25,"negative"
"improductividad",-0.25,"negative"
"impudencia",-0.25,"negative"
"impuesto_de_exportación",-0.25,"negative"
"impuesto_de_protección",-0.25,"negative"
"impulsivamente",-0.25,"negative"
"imágenes_prediseñadas",-0.25,"negative"
"in_flagrante",-0.25,"negative"
"inabordable",-0.25,"negative"
"inaccesibilidad",-0.25,"negative"
"inadmisibilidad",-0.25,"negative"
"inaplicable",-0.25,"negative"
"inasistencia_escolar",-0.25,"negative"
"incansablemente",-0.25,"negative"
"incapacitador",-0.25,"negative"
"incauta",-0.25,"negative"
"incauto",-0.25,"negative"
"incendiar",-0.25,"negative"
"incendiarismo",-0.25,"negative"
"incendio",-0.25,"negative"
"incendio_provocado",-0.25,"negative"
"incertitud",-0.25,"negative"
"incoherencia",-0.25,"negative"
"incompetentemente",-0.25,"negative"
"incomprendido",-0.25,"negative"
"inconcreción",-0.25,"negative"
"inconscientemente",-0.25,"negative"
"incontrolable",-0.25,"negative"
"incuria",-0.25,"negative"
"incursionar",-0.25,"negative"
"indeciso",-0.25,"negative"
"indefensable",-0.25,"negative"
"indefensible",-0.25,"negative"
"indefinición",-0.25,"negative"
"indelimitable",-0.25,"negative"
"indetectable",-0.25,"negative"
"indeterminable",-0.25,"negative"
"indigestión",-0.25,"negative"
"indiscutible",-0.25,"negative"
"indomabilidad",-0.25,"negative"
"indoméstico",-0.25,"negative"
"indumento",-0.25,"negative"
"indómito",-0.25,"negative"
"inelegibilidad",-0.25,"negative"
"inerme",-0.25,"negative"
"inestabilidad",-0.25,"negative"
"inexperto",-0.25,"negative"
"inexpresable",-0.25,"negative"
"inextinguible",-0.25,"negative"
"inextirpable",-0.25,"negative"
"infamador",-0.25,"negative"
"infame",-0.25,"negative"
"infanticidio",-0.25,"negative"
"infinitamente",-0.25,"negative"
"inflado",-0.25,"negative"
"inflamación",-0.25,"negative"
"inflamarse",-0.25,"negative"
"informalmente",-0.25,"negative"
"informe",-0.25,"negative"
"infravivienda",-0.25,"negative"
"infundado",-0.25,"negative"
"inharmónico",-0.25,"negative"
"inhibirse",-0.25,"negative"
"inhumación",-0.25,"negative"
"injerto_de_piel",-0.25,"negative"
"injustamente",-0.25,"negative"
"injustificado",-0.25,"negative"
"inmanejable",-0.25,"negative"
"inmarcesible",-0.25,"negative"
"inmigrado",-0.25,"negative"
"inmigrante",-0.25,"negative"
"inmoderado",-0.25,"negative"
"inmoral",-0.25,"negative"
"inmudable",-0.25,"negative"
"inmundicia",-0.25,"negative"
"inmunitario",-0.25,"negative"
"inocentón",-0.25,"negative"
"inoculación",-0.25,"negative"
"inodoro",-0.25,"negative"
"inositol",-0.25,"negative"
"inpalpable",-0.25,"negative"
"inprocedencia",-0.25,"negative"
"inquisición",-0.25,"negative"
"inquisitivamente",-0.25,"negative"
"insalubridad",-0.25,"negative"
"insania",-0.25,"negative"
"insatisfactorio",-0.25,"negative"
"insecticida",-0.25,"negative"
"insecticida",-0.25,"negative"
"inservible",-0.25,"negative"
"insidioso",-0.25,"negative"
"insignias",-0.25,"negative"
"insincera",-0.25,"negative"
"insonorizado",-0.25,"negative"
"insoportable",-0.25,"negative"
"inspector_general",-0.25,"negative"
"instantáneamente",-0.25,"negative"
"instigador_de_odio",-0.25,"negative"
"instrumento_de_tortura",-0.25,"negative"
"insuficiencia_renal",-0.25,"negative"
"insultos",-0.25,"negative"
"insurgente",-0.25,"negative"
"insípido",-0.25,"negative"
"insólito",-0.25,"negative"
"integrador",-0.25,"negative"
"inteligencia_táctica",-0.25,"negative"
"intensamente",-0.25,"negative"
"intento_de_estafa",-0.25,"negative"
"interdicto_permanente",-0.25,"negative"
"interferencia",-0.25,"negative"
"interinidad",-0.25,"negative"
"interino",-0.25,"negative"
"interuniversitario",-0.25,"negative"
"intoxicación",-0.25,"negative"
"intraducible",-0.25,"negative"
"intranquilizador",-0.25,"negative"
"intranquilizar",-0.25,"negative"
"invencibilidad",-0.25,"negative"
"inviabilidad",-0.25,"negative"
"inviable",-0.25,"negative"
"invisibilidad",-0.25,"negative"
"inédito",-0.25,"negative"
"ir_a_dormir",-0.25,"negative"
"ir_a_rebufo",-0.25,"negative"
"ir_en_yate",-0.25,"negative"
"iron_número_cinco",-0.25,"negative"
"irrealizable",-0.25,"negative"
"irredimible",-0.25,"negative"
"irreligioso",-0.25,"negative"
"irreprimido",-0.25,"negative"
"irresoluble",-0.25,"negative"
"irresoluto",-0.25,"negative"
"irreversibilidad",-0.25,"negative"
"irse_a_pique",-0.25,"negative"
"irse_al_catre",-0.25,"negative"
"itraconazol",-0.25,"negative"
"jacaranda",-0.25,"negative"
"jacarandá",-0.25,"negative"
"jaqueca",-0.25,"negative"
"jarrete",-0.25,"negative"
"jeans",-0.25,"negative"
"jihadi",-0.25,"negative"
"jorguinería",-0.25,"negative"
"jubón",-0.25,"negative"
"judío_errante",-0.25,"negative"
"jumentoso",-0.25,"negative"
"juncoso",-0.25,"negative"
"juntamente",-0.25,"negative"
"justiciero",-0.25,"negative"
"justillo",-0.25,"negative"
"kaon",-0.25,"negative"
"kart",-0.25,"negative"
"kaón",-0.25,"negative"
"kiang",-0.25,"negative"
"kimono",-0.25,"negative"
"kleenex",-0.25,"negative"
"laceración",-0.25,"negative"
"lactante",-0.25,"negative"
"ladrón",-0.25,"negative"
"ladrón_de_carretera",-0.25,"negative"
"lama_glama",-0.25,"negative"
"lambdacismo",-0.25,"negative"
"lamentable_caso",-0.25,"negative"
"lamentable_ejemplo",-0.25,"negative"
"lamentar",-0.25,"negative"
"lapidación",-0.25,"negative"
"lapidar",-0.25,"negative"
"laringitis_espasmódica",-0.25,"negative"
"larvicida",-0.25,"negative"
"las_24_horas",-0.25,"negative"
"laterita",-0.25,"negative"
"latitud",-0.25,"negative"
"latitud_lunar",-0.25,"negative"
"latrodectus",-0.25,"negative"
"lauréola",-0.25,"negative"
"lavarse_las_manos",-0.25,"negative"
"leche_pasteurizada",-0.25,"negative"
"lecho_de_enfermo",-0.25,"negative"
"lederhosen",-0.25,"negative"
"leer_la_cartilla",-0.25,"negative"
"legionella",-0.25,"negative"
"lengua_afilada",-0.25,"negative"
"lengua_cosmopolita",-0.25,"negative"
"lengua_mordaz",-0.25,"negative"
"lenitivo",-0.25,"negative"
"lente_de_electrones",-0.25,"negative"
"lente_granangular",-0.25,"negative"
"lentes",-0.25,"negative"
"leontina",-0.25,"negative"
"leptospira",-0.25,"negative"
"lesa_majestad",-0.25,"negative"
"lesión",-0.25,"negative"
"letalidad",-0.25,"negative"
"leucemia",-0.25,"negative"
"leucoencefalitis",-0.25,"negative"
"levantar_barricadas",-0.25,"negative"
"ley_estatutaria",-0.25,"negative"
"ley_musulmana",-0.25,"negative"
